CPU Stats,Memory Stats,Network Stats,Up Time
"[2.0, 47.7]","[5.18, 34.1, 2.59]","[456824351, 599809914, 994229, 1202039]",179178.65
"[2.5, 48.8]","[5.18, 34.1, 2.58]","[456893805, 599846526, 994299, 1202092]",179179.65
"[3.0, 48.8]","[5.18, 34.1, 2.59]","[456974433, 599898905, 994414, 1202184]",179180.66
"[0.5, 51.0]","[5.18, 34.1, 2.58]","[457045791, 599936201, 994500, 1202251]",179181.66
"[0.7, 50.5]","[5.18, 34.1, 2.59]","[457115505, 599972565, 994569, 1202304]",179182.66
"[0.8, 50.5]","[5.18, 34.1, 2.59]","[457184261, 600009074, 994628, 1202348]",179183.67
"[1.0, 50.5]","[5.18, 34.1, 2.59]","[457254334, 600046110, 994702, 1202402]",179184.67
"[1.0, 50.5]","[5.18, 34.1, 2.59]","[457324998, 600082874, 994779, 1202459]",179185.68
"[0.8, 49.9]","[5.18, 34.1, 2.59]","[457396658, 600120849, 994863, 1202526]",179186.69
"[0.8, 49.9]","[5.18, 34.1, 2.58]","[457466295, 600157394, 994927, 1202574]",179187.69
"[1.5, 49.9]","[5.18, 34.1, 2.59]","[457534910, 600192989, 994982, 1202610]",179188.69
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[457607175, 600231236, 995060, 1202682]",179189.70
"[0.8, 49.9]","[5.18, 34.1, 2.59]","[457678247, 600268808, 995138, 1202746]",179190.70
"[1.3, 49.9]","[5.21, 33.8, 2.56]","[457750398, 600306595, 995228, 1202814]",179191.71
"[0.8, 49.9]","[5.21, 33.7, 2.56]","[457820290, 600343528, 995293, 1202866]",179192.71
"[1.0, 48.3]","[5.21, 33.7, 2.56]","[457889475, 600379963, 995350, 1202907]",179193.72
"[2.3, 49.9]","[5.21, 33.7, 2.56]","[457960195, 600416735, 995425, 1202962]",179194.72
"[1.2, 49.4]","[5.21, 33.7, 2.56]","[458031602, 600454076, 995505, 1203025]",179195.73
"[1.5, 49.9]","[5.21, 33.7, 2.56]","[458104069, 600492405, 995594, 1203096]",179196.73
"[1.0, 50.5]","[5.21, 33.7, 2.56]","[458174769, 600529599, 995665, 1203150]",179197.74
"[0.8, 49.9]","[5.21, 33.7, 2.56]","[458243925, 600565728, 995718, 1203187]",179198.74
"[1.0, 49.4]","[5.21, 33.7, 2.56]","[458315007, 600603126, 995792, 1203243]",179199.74
"[1.3, 48.8]","[5.21, 33.7, 2.56]","[458386714, 600640985, 995873, 1203306]",179200.75
"[1.0, 49.9]","[5.21, 33.7, 2.56]","[458459860, 600679095, 995965, 1203375]",179201.75
"[1.7, 48.8]","[5.21, 33.7, 2.56]","[458529919, 600715902, 996024, 1203421]",179202.76
"[1.0, 49.4]","[5.21, 33.7, 2.56]","[458599797, 600752818, 996084, 1203466]",179203.76
"[1.0, 49.4]","[5.21, 33.7, 2.56]","[458671817, 600790347, 996166, 1203528]",179204.77
"[1.3, 49.4]","[5.21, 33.7, 2.56]","[458743328, 600828042, 996241, 1203587]",179205.77
"[0.8, 48.3]","[5.21, 33.7, 2.56]","[458816730, 600866372, 996332, 1203657]",179206.78
"[1.3, 49.4]","[5.21, 33.7, 2.56]","[458887120, 600903310, 996391, 1203702]",179207.78
"[1.5, 49.4]","[5.21, 33.7, 2.56]","[458957036, 600939592, 996448, 1203740]",179208.78
"[1.3, 48.8]","[5.21, 33.7, 2.56]","[459029256, 600977496, 996529, 1203799]",179209.79
"[1.7, 49.9]","[5.21, 33.7, 2.56]","[459101488, 601015589, 996609, 1203860]",179210.79
"[1.0, 49.9]","[5.21, 33.8, 2.56]","[459175085, 601053978, 996700, 1203930]",179211.86
"[1.3, 48.3]","[5.21, 33.8, 2.56]","[459245659, 601090776, 996760, 1203974]",179212.86
"[0.8, 48.3]","[5.21, 33.8, 2.56]","[459315980, 601127947, 996819, 1204017]",179213.87
"[1.0, 47.7]","[5.21, 33.8, 2.56]","[459388525, 601165618, 996899, 1204076]",179214.87
"[3.3, 47.7]","[5.21, 33.7, 2.56]","[459597727, 601271806, 997035, 1204161]",179215.88
"[1.0, 48.8]","[5.21, 33.8, 2.56]","[459671242, 601310840, 997123, 1204235]",179216.88
"[1.7, 49.4]","[5.21, 33.8, 2.56]","[459742578, 601347770, 997188, 1204280]",179217.89
"[1.0, 49.4]","[5.21, 33.7, 2.56]","[459812988, 601384784, 997245, 1204320]",179218.89
"[1.3, 48.8]","[5.21, 33.7, 2.56]","[459885808, 601422590, 997325, 1204378]",179219.90
"[1.3, 48.8]","[5.21, 33.8, 2.56]","[459958666, 601461064, 997406, 1204441]",179220.90
"[2.7, 49.4]","[5.21, 33.8, 2.56]","[460047339, 601513165, 997577, 1204597]",179221.91
"[1.0, 48.8]","[5.21, 33.8, 2.56]","[460119228, 601550857, 997637, 1204641]",179222.91
"[3.3, 49.4]","[5.2, 33.8, 2.56]","[460203030, 601608595, 997767, 1204759]",179223.92
"[8.5, 50.5]","[5.2, 33.9, 2.57]","[460294453, 601675675, 997954, 1204926]",179224.92
"[2.2, 49.9]","[5.2, 33.9, 2.57]","[460373003, 601720515, 998054, 1205003]",179225.92
"[2.2, 51.0]","[5.2, 33.9, 2.57]","[460451284, 601764021, 998176, 1205104]",179226.93
"[1.8, 49.9]","[5.2, 33.9, 2.57]","[460522834, 601800971, 998238, 1205145]",179227.93
"[0.8, 51.0]","[5.2, 33.9, 2.57]","[460596823, 601841211, 998317, 1205206]",179228.93
"[1.0, 50.5]","[5.2, 33.9, 2.57]","[460671024, 601880638, 998406, 1205277]",179229.94
"[1.0, 49.4]","[5.2, 33.9, 2.57]","[460745686, 601920006, 998497, 1205346]",179230.95
"[2.7, 49.9]","[5.2, 33.9, 2.57]","[460824925, 601963495, 998625, 1205450]",179231.95
"[0.5, 48.8]","[5.2, 33.9, 2.57]","[460896668, 602000836, 998686, 1205494]",179232.96
"[1.0, 49.4]","[5.2, 33.9, 2.57]","[460968488, 602039101, 998748, 1205543]",179233.96
"[1.0, 49.4]","[5.2, 33.8, 2.56]","[461042139, 602077676, 998825, 1205602]",179234.96
"[1.5, 49.9]","[5.21, 33.8, 2.56]","[461116657, 602117070, 998914, 1205671]",179235.97
"[1.3, 49.4]","[5.2, 33.8, 2.56]","[461191999, 602156708, 999010, 1205743]",179236.97
"[2.5, 49.4]","[5.2, 33.8, 2.56]","[461263577, 602193768, 999066, 1205781]",179237.98
"[1.3, 49.4]","[5.2, 33.8, 2.57]","[461353593, 602245624, 999160, 1205848]",179238.98
"[1.0, 48.8]","[5.2, 33.8, 2.57]","[461445512, 602286424, 999257, 1205929]",179240.08
"[1.0, 49.9]","[5.2, 33.8, 2.57]","[461521191, 602325727, 999341, 1205995]",179241.08
"[0.8, 51.0]","[5.21, 33.8, 2.56]","[461596498, 602365500, 999431, 1206067]",179242.09
"[1.2, 50.5]","[5.2, 33.8, 2.56]","[461667725, 602402637, 999479, 1206099]",179243.10
"[1.8, 50.5]","[5.2, 33.8, 2.57]","[461739980, 602440114, 999541, 1206140]",179244.10
"[0.8, 48.8]","[5.2, 33.8, 2.57]","[461814197, 602479365, 999620, 1206204]",179245.10
"[1.0, 49.9]","[5.2, 33.8, 2.57]","[461889125, 602518395, 999706, 1206264]",179246.11
"[1.5, 51.0]","[5.2, 33.8, 2.57]","[461967251, 602560628, 999818, 1206352]",179247.12
"[1.0, 50.5]","[5.2, 33.8, 2.57]","[462039072, 602597587, 999871, 1206385]",179248.12
"[3.3, 49.9]","[5.2, 33.9, 2.57]","[462114234, 602641048, 999941, 1206436]",179249.12
"[3.0, 50.5]","[5.2, 33.9, 2.57]","[462189281, 602681022, 1000028, 1206503]",179250.13
"[1.0, 47.7]","[5.2, 33.9, 2.57]","[462263856, 602719665, 1000109, 1206560]",179251.13
"[1.2, 49.4]","[5.2, 33.8, 2.57]","[462339766, 602759603, 1000202, 1206630]",179252.13
"[1.0, 49.4]","[5.2, 33.8, 2.57]","[462412264, 602797308, 1000261, 1206668]",179253.14
"[1.5, 49.4]","[5.2, 33.8, 2.57]","[462485488, 602835585, 1000328, 1206718]",179254.14
"[1.2, 49.4]","[5.2, 33.8, 2.57]","[462560694, 602875111, 1000413, 1206783]",179255.15
"[1.3, 48.3]","[5.2, 33.8, 2.57]","[462636073, 602914630, 1000500, 1206847]",179256.16
"[1.5, 49.9]","[5.2, 33.9, 2.57]","[462712043, 602954044, 1000592, 1206913]",179257.16
"[1.2, 49.4]","[5.2, 33.9, 2.57]","[462784625, 602991692, 1000650, 1206948]",179258.17
"[2.2, 49.4]","[5.2, 33.8, 2.57]","[462870252, 603041670, 1000784, 1207067]",179259.17
"[1.8, 49.4]","[5.2, 33.8, 2.57]","[462945957, 603080882, 1000865, 1207127]",179260.18
"[1.0, 49.9]","[5.2, 33.8, 2.57]","[463021144, 603119677, 1000945, 1207181]",179261.18
"[1.3, 48.8]","[5.2, 33.9, 2.57]","[463097353, 603159640, 1001034, 1207247]",179262.19
"[1.0, 48.8]","[5.2, 33.8, 2.57]","[463171003, 603198222, 1001098, 1207290]",179263.19
"[0.8, 48.3]","[5.2, 33.8, 2.57]","[463244211, 603236016, 1001154, 1207326]",179264.20
"[1.0, 48.3]","[5.2, 33.8, 2.56]","[463319778, 603275794, 1001235, 1207390]",179265.20
"[1.2, 49.4]","[5.2, 33.8, 2.57]","[463395998, 603315821, 1001323, 1207455]",179266.21
"[1.2, 48.8]","[5.2, 33.8, 2.57]","[463472317, 603355362, 1001411, 1207518]",179267.21
"[1.3, 49.4]","[5.2, 33.8, 2.57]","[463545333, 603393226, 1001465, 1207551]",179268.21
"[1.7, 49.4]","[5.2, 33.9, 2.57]","[463618747, 603431688, 1001522, 1207590]",179269.22
"[1.5, 49.4]","[5.2, 33.8, 2.57]","[463694689, 603471188, 1001604, 1207652]",179270.22
"[1.5, 49.4]","[5.2, 33.8, 2.57]","[463771426, 603511437, 1001697, 1207720]",179271.23
"[1.7, 49.9]","[5.2, 33.8, 2.57]","[463848272, 603551301, 1001787, 1207785]",179272.23
"[1.0, 49.4]","[5.2, 33.9, 2.57]","[463921524, 603589437, 1001840, 1207821]",179273.24
"[1.3, 49.4]","[5.2, 33.8, 2.57]","[463995600, 603627857, 1001903, 1207864]",179274.24
"[1.0, 48.8]","[5.2, 33.8, 2.57]","[464072125, 603668148, 1001988, 1207931]",179275.25
"[1.5, 48.3]","[5.2, 33.8, 2.57]","[464148566, 603708251, 1002074, 1207995]",179276.25
"[2.0, 49.9]","[5.2, 33.8, 2.57]","[464226243, 603748791, 1002175, 1208072]",179277.26
"[1.0, 49.4]","[5.2, 33.8, 2.57]","[464299550, 603786888, 1002228, 1208105]",179278.26
"[0.8, 48.3]","[5.2, 33.8, 2.57]","[464374049, 603826049, 1002292, 1208153]",179279.26
"[1.3, 48.3]","[5.2, 33.8, 2.57]","[464451055, 603865847, 1002380, 1208213]",179280.27
"[1.7, 49.4]","[5.2, 33.8, 2.57]","[464527965, 603906403, 1002470, 1208283]",179281.27
"[1.3, 48.8]","[5.2, 33.8, 2.56]","[464605403, 603947010, 1002564, 1208352]",179282.28
"[1.0, 49.4]","[5.2, 33.8, 2.57]","[464679375, 603985483, 1002621, 1208392]",179283.28
"[1.2, 48.8]","[5.2, 33.8, 2.57]","[464753875, 604024858, 1002682, 1208438]",179284.29
"[1.0, 49.4]","[5.2, 33.9, 2.57]","[464831056, 604064982, 1002771, 1208504]",179285.29
"[1.5, 49.4]","[5.2, 33.8, 2.57]","[464908156, 604105388, 1002855, 1208568]",179286.29
"[1.5, 48.3]","[5.2, 33.9, 2.57]","[464985712, 604145600, 1002945, 1208633]",179287.30
"[1.0, 48.8]","[5.2, 33.9, 2.57]","[465059948, 604184234, 1003004, 1208672]",179288.31
"[1.5, 48.8]","[5.2, 33.9, 2.57]","[465134881, 604223578, 1003067, 1208717]",179289.31
"[1.5, 49.4]","[5.2, 33.9, 2.57]","[465212396, 604263895, 1003154, 1208782]",179290.31
"[1.2, 49.4]","[5.2, 33.9, 2.57]","[465290661, 604305314, 1003250, 1208858]",179291.32
"[1.3, 48.3]","[5.2, 33.9, 2.57]","[465369452, 604346737, 1003336, 1208939]",179292.32
"[2.5, 48.8]","[5.2, 33.9, 2.57]","[465444181, 604385366, 1003395, 1208975]",179293.33
"[1.3, 48.3]","[5.2, 33.9, 2.57]","[465519067, 604424388, 1003454, 1209017]",179294.33
"[1.3, 48.8]","[5.2, 33.9, 2.57]","[465597409, 604465605, 1003550, 1209091]",179295.33
"[1.2, 49.9]","[5.2, 33.8, 2.57]","[465675168, 604505964, 1003637, 1209155]",179296.34
"[1.0, 49.4]","[5.2, 33.9, 2.57]","[465753181, 604546903, 1003728, 1209223]",179297.34
"[1.0, 49.4]","[5.2, 33.9, 2.57]","[465828233, 604585555, 1003787, 1209258]",179298.35
"[1.0, 48.8]","[5.2, 33.9, 2.57]","[465903271, 604624567, 1003845, 1209295]",179299.35
"[1.2, 48.8]","[5.2, 33.9, 2.57]","[465981539, 604665402, 1003935, 1209366]",179300.36
"[1.5, 47.7]","[5.2, 33.9, 2.57]","[466059735, 604706340, 1004022, 1209430]",179301.37
"[2.0, 48.8]","[5.2, 33.9, 2.57]","[466137503, 604747150, 1004106, 1209493]",179302.37
"[1.3, 48.8]","[5.2, 33.8, 2.57]","[466212849, 604786092, 1004168, 1209532]",179303.37
"[1.3, 49.4]","[5.2, 33.8, 2.57]","[466288362, 604825327, 1004228, 1209570]",179304.38
"[0.5, 49.9]","[5.2, 33.9, 2.57]","[466367059, 604866644, 1004320, 1209640]",179305.38
"[0.8, 48.8]","[5.2, 33.9, 2.57]","[466445232, 604907188, 1004406, 1209703]",179306.39
"[1.0, 49.4]","[5.2, 33.9, 2.57]","[466523172, 604947868, 1004489, 1209760]",179307.39
"[1.2, 48.8]","[5.2, 33.9, 2.57]","[466598638, 604987258, 1004547, 1209798]",179308.39
"[2.0, 48.8]","[5.2, 33.9, 2.57]","[466674188, 605026100, 1004604, 1209835]",179309.40
"[1.0, 49.9]","[5.2, 33.9, 2.57]","[466753023, 605067073, 1004695, 1209904]",179310.40
"[1.3, 49.9]","[5.2, 33.9, 2.57]","[466831178, 605107906, 1004774, 1209961]",179311.41
"[1.3, 49.4]","[5.2, 33.9, 2.57]","[466909572, 605148987, 1004858, 1210023]",179312.41
"[0.8, 48.8]","[5.2, 33.9, 2.57]","[466985132, 605187941, 1004915, 1210058]",179313.41
"[1.0, 47.2]","[5.2, 33.9, 2.57]","[467062074, 605228259, 1004986, 1210111]",179314.42
"[1.3, 49.4]","[5.2, 33.9, 2.57]","[467140555, 605269532, 1005072, 1210180]",179315.42
"[0.5, 48.8]","[5.2, 33.9, 2.57]","[467219272, 605310313, 1005160, 1210244]",179316.43
"[1.2, 49.4]","[5.2, 33.9, 2.57]","[467300627, 605352124, 1005243, 1210319]",179317.44
"[0.8, 47.7]","[5.2, 33.9, 2.57]","[467376567, 605391991, 1005299, 1210360]",179318.44
"[1.5, 48.3]","[5.2, 33.9, 2.57]","[467453687, 605431533, 1005367, 1210403]",179319.44
"[1.8, 49.9]","[5.2, 33.9, 2.57]","[467532183, 605472907, 1005449, 1210469]",179320.45
"[1.0, 48.8]","[5.2, 33.9, 2.57]","[467611129, 605514149, 1005534, 1210530]",179321.45
"[1.5, 48.3]","[5.2, 33.9, 2.57]","[467690121, 605554985, 1005618, 1210589]",179322.46
"[0.8, 48.3]","[5.2, 33.9, 2.57]","[467766333, 605594879, 1005674, 1210629]",179323.46
"[1.2, 49.4]","[5.2, 33.9, 2.57]","[467843682, 605634833, 1005744, 1210678]",179324.47
"[1.0, 48.8]","[5.2, 33.9, 2.57]","[467922583, 605676134, 1005827, 1210739]",179325.47
"[2.5, 48.3]","[5.2, 33.9, 2.57]","[468005930, 605720707, 1005939, 1210825]",179326.48
"[1.0, 48.8]","[5.2, 33.9, 2.57]","[468084835, 605761836, 1006019, 1210881]",179327.48
"[1.2, 49.4]","[5.2, 33.9, 2.57]","[468161637, 605801952, 1006080, 1210922]",179328.49
"[1.3, 48.8]","[5.2, 33.9, 2.57]","[468239111, 605841792, 1006146, 1210964]",179329.49
"[1.5, 48.3]","[5.2, 33.9, 2.57]","[468318107, 605883263, 1006228, 1211028]",179330.49
"[1.5, 48.8]","[5.2, 33.9, 2.57]","[468399459, 605925803, 1006319, 1211109]",179331.50
"[1.3, 47.7]","[5.19, 33.9, 2.57]","[468478695, 605966845, 1006403, 1211169]",179332.50
"[1.5, 48.3]","[5.19, 33.9, 2.57]","[468556028, 606007377, 1006466, 1211210]",179333.51
"[1.2, 47.7]","[5.2, 33.9, 2.57]","[468633691, 606048231, 1006533, 1211261]",179334.51
"[1.0, 48.8]","[5.19, 33.9, 2.57]","[468712807, 606089301, 1006611, 1211320]",179335.51
"[1.0, 48.8]","[5.19, 33.9, 2.57]","[468793227, 606130962, 1006702, 1211386]",179336.52
"[1.0, 47.7]","[5.2, 33.9, 2.57]","[468872366, 606172371, 1006781, 1211445]",179337.52
"[0.8, 47.7]","[5.19, 33.9, 2.57]","[468949827, 606213100, 1006844, 1211489]",179338.53
"[1.0, 47.2]","[5.19, 33.9, 2.57]","[469027946, 606253251, 1006912, 1211533]",179339.53
"[1.0, 49.9]","[5.2, 33.9, 2.57]","[469107733, 606295020, 1006995, 1211596]",179340.54
"[1.5, 48.8]","[5.19, 34.0, 2.58]","[469187741, 606337080, 1007081, 1211664]",179341.54
"[2.2, 48.8]","[5.19, 34.0, 2.58]","[469266812, 606377960, 1007155, 1211717]",179342.55
"[1.0, 49.4]","[5.19, 33.9, 2.57]","[469344832, 606418574, 1007222, 1211759]",179343.55
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[469422906, 606459272, 1007288, 1211805]",179344.56
"[1.2, 49.4]","[5.19, 34.0, 2.58]","[469503254, 606501045, 1007374, 1211871]",179345.56
"[1.8, 48.8]","[5.19, 34.0, 2.58]","[469583892, 606543247, 1007462, 1211936]",179346.57
"[1.5, 47.7]","[5.19, 34.0, 2.58]","[469663621, 606584938, 1007539, 1211994]",179347.57
"[1.5, 48.8]","[5.19, 34.0, 2.58]","[469741381, 606625225, 1007599, 1212036]",179348.58
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[469820153, 606665759, 1007668, 1212082]",179349.58
"[1.0, 49.9]","[5.19, 34.0, 2.58]","[469900939, 606708265, 1007758, 1212152]",179350.58
"[1.0, 47.7]","[5.19, 34.0, 2.58]","[469981517, 606750525, 1007842, 1212218]",179351.59
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[470061598, 606791732, 1007921, 1212272]",179352.59
"[1.2, 48.3]","[5.19, 34.0, 2.58]","[470139852, 606832774, 1007984, 1212317]",179353.60
"[1.2, 48.8]","[5.19, 34.0, 2.58]","[470222236, 606874495, 1008059, 1212376]",179354.60
"[0.5, 48.8]","[5.19, 34.0, 2.58]","[470303029, 606916350, 1008144, 1212439]",179355.61
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[470383906, 606958835, 1008230, 1212507]",179356.61
"[2.2, 48.3]","[5.19, 34.0, 2.58]","[470464590, 607000923, 1008316, 1212568]",179357.62
"[1.3, 48.8]","[5.19, 34.0, 2.58]","[470543120, 607041597, 1008378, 1212611]",179358.62
"[1.2, 48.3]","[5.19, 34.0, 2.58]","[470622715, 607083062, 1008452, 1212662]",179359.66
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[470703952, 607125520, 1008540, 1212726]",179360.66
"[1.3, 48.8]","[5.19, 34.0, 2.58]","[470785855, 607168058, 1008633, 1212797]",179361.67
"[1.5, 48.8]","[5.19, 34.0, 2.58]","[470865667, 607209230, 1008705, 1212847]",179362.67
"[1.3, 48.8]","[5.19, 34.0, 2.58]","[470944104, 607250187, 1008763, 1212887]",179363.67
"[1.5, 47.7]","[5.19, 34.0, 2.58]","[471024354, 607292019, 1008840, 1212941]",179364.68
"[1.2, 48.3]","[5.19, 34.0, 2.58]","[471105173, 607333736, 1008922, 1212999]",179365.68
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[471186858, 607376650, 1009012, 1213070]",179366.68
"[1.3, 49.4]","[5.19, 34.0, 2.58]","[471267242, 607418590, 1009089, 1213126]",179367.69
"[1.7, 48.3]","[5.19, 34.0, 2.58]","[471346613, 607459537, 1009152, 1213171]",179368.69
"[1.0, 49.4]","[5.19, 34.0, 2.58]","[471427072, 607501436, 1009229, 1213225]",179369.69
"[1.0, 48.3]","[5.19, 34.0, 2.58]","[471507988, 607543870, 1009309, 1213289]",179370.70
"[1.7, 48.3]","[5.19, 34.0, 2.58]","[471590115, 607586431, 1009399, 1213355]",179371.70
"[0.8, 48.8]","[5.19, 34.0, 2.58]","[471670548, 607628342, 1009473, 1213409]",179372.71
"[1.3, 48.3]","[5.19, 34.0, 2.58]","[471749630, 607669050, 1009534, 1213446]",179373.71
"[1.5, 48.8]","[5.19, 34.1, 2.58]","[471830633, 607711481, 1009616, 1213507]",179374.71
"[2.0, 48.3]","[5.19, 34.1, 2.58]","[471912225, 607753467, 1009700, 1213564]",179375.72
"[1.3, 47.7]","[5.19, 34.0, 2.58]","[471994444, 607796438, 1009789, 1213630]",179376.72
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[472074911, 607838485, 1009859, 1213682]",179377.72
"[1.3, 48.8]","[5.19, 34.0, 2.58]","[472154408, 607879517, 1009921, 1213723]",179378.73
"[1.0, 47.2]","[5.19, 34.0, 2.58]","[472235619, 607921802, 1010000, 1213778]",179379.73
"[1.0, 47.7]","[5.19, 34.1, 2.58]","[472317433, 607964402, 1010084, 1213840]",179380.73
"[1.5, 48.3]","[5.19, 34.1, 2.58]","[472400736, 608007481, 1010183, 1213912]",179381.74
"[1.0, 48.8]","[5.19, 34.1, 2.58]","[472480955, 608049455, 1010249, 1213959]",179382.74
"[1.0, 48.8]","[5.19, 34.0, 2.58]","[472560693, 608091324, 1010308, 1214000]",179383.74
"[1.2, 47.7]","[5.19, 34.1, 2.58]","[472642426, 608133582, 1010390, 1214058]",179384.75
"[0.8, 48.8]","[5.18, 34.1, 2.58]","[472725054, 608176664, 1010480, 1214123]",179385.83
"[1.2, 48.3]","[5.18, 34.1, 2.58]","[472807935, 608219961, 1010571, 1214189]",179386.84
"[0.8, 47.2]","[5.18, 34.1, 2.58]","[472888442, 608261434, 1010635, 1214232]",179387.84
"[1.3, 48.3]","[5.18, 34.1, 2.58]","[472968463, 608302679, 1010695, 1214270]",179388.85
"[1.2, 48.3]","[5.19, 34.1, 2.58]","[473050645, 608345657, 1010777, 1214331]",179389.85
"[1.3, 48.8]","[5.18, 34.1, 2.58]","[473132670, 608388517, 1010857, 1214390]",179390.86
"[2.2, 48.8]","[5.18, 34.1, 2.58]","[473215994, 608431745, 1010951, 1214461]",179391.86
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[473296797, 608473836, 1011015, 1214506]",179392.87
"[1.0, 48.8]","[5.19, 34.1, 2.58]","[473377131, 608515840, 1011076, 1214551]",179393.87
"[1.2, 48.8]","[5.18, 34.1, 2.58]","[473459967, 608558698, 1011162, 1214615]",179394.97
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[473542843, 608602024, 1011248, 1214678]",179395.98
"[1.3, 48.8]","[5.18, 34.1, 2.58]","[473626980, 608645798, 1011343, 1214745]",179396.98
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[473706908, 608686670, 1011397, 1214777]",179397.99
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[473787405, 608728841, 1011457, 1214821]",179398.99
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[473870214, 608771926, 1011538, 1214879]",179400.00
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[473953279, 608814945, 1011624, 1214942]",179401.01
"[1.5, 47.7]","[5.18, 34.1, 2.59]","[474037661, 608859195, 1011721, 1215016]",179402.01
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[474118397, 608900392, 1011780, 1215049]",179403.02
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[474200045, 608942602, 1011837, 1215094]",179404.02
"[1.2, 49.4]","[5.18, 34.1, 2.59]","[474283444, 608985621, 1011922, 1215153]",179405.02
"[1.0, 46.6]","[5.18, 34.1, 2.59]","[474366569, 609028912, 1012006, 1215211]",179406.03
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[474451550, 609073241, 1012106, 1215284]",179407.03
"[1.8, 47.2]","[5.18, 34.1, 2.59]","[474532478, 609114669, 1012165, 1215319]",179408.04
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[474613627, 609156463, 1012226, 1215357]",179409.04
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[474698126, 609200416, 1012319, 1215422]",179410.14
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[474781778, 609243522, 1012404, 1215480]",179411.15
"[1.3, 47.2]","[5.18, 34.1, 2.59]","[474868073, 609288387, 1012501, 1215562]",179412.15
"[2.0, 48.8]","[5.18, 34.1, 2.59]","[474949360, 609330454, 1012561, 1215599]",179413.16
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[475031358, 609373004, 1012630, 1215649]",179414.16
"[1.3, 48.8]","[5.18, 34.1, 2.59]","[475115232, 609416825, 1012715, 1215712]",179415.17
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[475199223, 609460044, 1012803, 1215771]",179416.17
"[1.3, 47.2]","[5.18, 34.1, 2.59]","[475285818, 609505197, 1012900, 1215855]",179417.17
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[475367138, 609546857, 1012958, 1215891]",179418.18
"[1.2, 47.7]","[5.18, 34.1, 2.59]","[475449728, 609589757, 1013028, 1215940]",179419.19
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[475534085, 609633866, 1013114, 1216005]",179420.19
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[475618198, 609677184, 1013197, 1216062]",179421.20
"[1.0, 47.2]","[5.18, 34.1, 2.59]","[475703155, 609721429, 1013289, 1216128]",179422.20
"[1.0, 48.8]","[5.18, 34.2, 2.59]","[475785276, 609764246, 1013354, 1216174]",179423.30
"[2.0, 47.7]","[5.18, 34.2, 2.59]","[475867795, 609806703, 1013422, 1216217]",179424.31
"[1.0, 48.8]","[5.18, 34.2, 2.59]","[475952374, 609850836, 1013506, 1216280]",179425.33
"[1.0, 47.2]","[5.18, 34.1, 2.59]","[476037480, 609895562, 1013598, 1216354]",179426.33
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[476122218, 609939513, 1013685, 1216420]",179427.33
